Feldtyp;System;Koords;Detail
Nebel;Crabs-Wirbel;78|38;Nebel unpassierbar
Nebel;Crabs-Wirbel;78|39;Nebel passierbar
Nebel;Crabs-Wirbel;78|40;Nebel unpassierbar
Nebel;Crabs-Wirbel;78|41;Nebel unpassierbar
Nebel;Crabs-Wirbel;78|42;Nebel passierbar
Nebel;Crabs-Wirbel;78|43;Nebel passierbar
Nebel;Crabs-Wirbel;78|44;Nebel passierbar
Nebel;Crabs-Wirbel;78|45;Nebel passierbar
Nebel;Crabs-Wirbel;79|12;Nebel passierbar
Nebel;Crabs-Wirbel;79|13;Nebel aus Quelltext
Nebel;Crabs-Wirbel;79|14;Nebel passierbar
Nebel;Crabs-Wirbel;79|15;Nebel unpassierbar
Nebel;Crabs-Wirbel;79|16;Nebel aus Quelltext
Nebel;Crabs-Wirbel;79|17;Nebel passierbar
Nebel;Crabs-Wirbel;79|18;Nebel passierbar
Nebel;Crabs-Wirbel;79|19;Nebel unpassierbar
Nebel;Crabs-Wirbel;79|20;Nebel passierbar
Nebel;Crabs-Wirbel;79|21;Nebel passierbar
Nebel;Crabs-Wirbel;79|22;Nebel passierbar
Nebel;Crabs-Wirbel;79|23;Nebel passierbar
Nebel;Crabs-Wirbel;79|24;Nebel passierbar
Nebel;Crabs-Wirbel;79|25;Nebel passierbar
Nebel;Crabs-Wirbel;79|26;Nebel passierbar
Nebel;Crabs-Wirbel;79|32;Nebel aus Quelltext
Nebel;Crabs-Wirbel;79|33;Nebel passierbar
Nebel;Crabs-Wirbel;79|34;Nebel aus Quelltext
Nebel;Crabs-Wirbel;79|35;Nebel passierbar
Nebel;Crabs-Wirbel;79|36;Nebel unpassierbar
Nebel;Crabs-Wirbel;79|37;Nebel passierbar
Nebel;Crabs-Wirbel;79|38;Nebel passierbar
Nebel;Crabs-Wirbel;79|39;Nebel passierbar
Nebel;Crabs-Wirbel;79|40;Nebel aus Quelltext
Nebel;Crabs-Wirbel;79|41;Nebel unpassierbar
Nebel;Crabs-Wirbel;79|42;Nebel unpassierbar
Nebel;Crabs-Wirbel;79|43;Nebel passierbar
Nebel;Crabs-Wirbel;79|44;Nebel passierbar
Nebel;Crabs-Wirbel;79|45;Nebel passierbar
Nebel;Crabs-Wirbel;79|46;Nebel passierbar
Nebel;Crabs-Wirbel;80|12;Nebel passierbar
Nebel;Crabs-Wirbel;80|13;Nebel aus Quelltext
Nebel;Crabs-Wirbel;80|14;Nebel passierbar
Nebel;Crabs-Wirbel;80|15;Nebel unpassierbar
Nebel;Crabs-Wirbel;80|16;Nebel passierbar
Nebel;Crabs-Wirbel;80|17;Nebel passierbar
Nebel;Crabs-Wirbel;80|18;Nebel unpassierbar
Nebel;Crabs-Wirbel;80|19;Nebel passierbar
Nebel;Crabs-Wirbel;80|20;Nebel passierbar
Nebel;Crabs-Wirbel;80|21;Nebel passierbar
Nebel;Crabs-Wirbel;80|22;Nebel unpassierbar
Nebel;Crabs-Wirbel;80|23;Nebel aus Quelltext
Nebel;Crabs-Wirbel;80|24;Nebel passierbar
Nebel;Crabs-Wirbel;80|25;Nebel unpassierbar
Nebel;Crabs-Wirbel;80|26;Nebel passierbar
Nebel;Crabs-Wirbel;80|27;Nebel passierbar
Nebel;Crabs-Wirbel;80|32;Nebel passierbar
Nebel;Crabs-Wirbel;80|33;Nebel aus Quelltext
Nebel;Crabs-Wirbel;80|34;Nebel aus Quelltext
Nebel;Crabs-Wirbel;80|35;Nebel aus Quelltext
Nebel;Crabs-Wirbel;80|36;Nebel unpassierbar
Nebel;Crabs-Wirbel;80|37;Nebel passierbar
Nebel;Crabs-Wirbel;80|38;Nebel passierbar
Nebel;Crabs-Wirbel;80|39;Nebel passierbar
Nebel;Crabs-Wirbel;80|40;Nebel passierbar
Nebel;Crabs-Wirbel;80|41;Nebel unpassierbar
Nebel;Crabs-Wirbel;80|42;Nebel unpassierbar
Nebel;Crabs-Wirbel;80|43;Nebel unpassierbar
Nebel;Crabs-Wirbel;80|44;Nebel passierbar
Nebel;Crabs-Wirbel;80|45;Nebel aus Quelltext
Nebel;Crabs-Wirbel;80|46;Nebel aus Quelltext
Nebel;Crabs-Wirbel;81|12;Nebel aus Quelltext
Nebel;Crabs-Wirbel;81|13;Nebel passierbar
Nebel;Crabs-Wirbel;81|14;Nebel passierbar
Nebel;Crabs-Wirbel;81|15;Nebel unpassierbar
Nebel;Crabs-Wirbel;81|16;Nebel passierbar
Nebel;Crabs-Wirbel;81|17;Nebel passierbar
Nebel;Crabs-Wirbel;81|18;Nebel unpassierbar
Nebel;Crabs-Wirbel;81|19;Nebel aus Quelltext
Nebel;Crabs-Wirbel;81|20;Nebel passierbar
Nebel;Crabs-Wirbel;81|21;Nebel passierbar
Nebel;Crabs-Wirbel;81|22;Nebel unpassierbar
Nebel;Crabs-Wirbel;81|23;Nebel passierbar
Nebel;Crabs-Wirbel;81|24;Nebel aus Quelltext
Nebel;Crabs-Wirbel;81|25;Nebel unpassierbar
Nebel;Crabs-Wirbel;81|26;Nebel aus Quelltext
Nebel;Crabs-Wirbel;81|27;Nebel passierbar
Nebel;Crabs-Wirbel;81|28;Nebel passierbar
Nebel;Crabs-Wirbel;81|31;Nebel passierbar
Nebel;Crabs-Wirbel;81|32;Nebel aus Quelltext
Nebel;Crabs-Wirbel;81|33;Nebel passierbar
Nebel;Crabs-Wirbel;81|34;Nebel passierbar
Nebel;Crabs-Wirbel;81|35;Nebel aus Quelltext
Nebel;Crabs-Wirbel;81|36;Nebel unpassierbar
Nebel;Crabs-Wirbel;81|37;Nebel passierbar
Nebel;Crabs-Wirbel;81|38;Nebel passierbar
Nebel;Crabs-Wirbel;81|39;Nebel passierbar
Nebel;Crabs-Wirbel;81|40;Nebel passierbar
Nebel;Crabs-Wirbel;81|41;Nebel passierbar
Nebel;Crabs-Wirbel;81|42;Nebel passierbar
Nebel;Crabs-Wirbel;81|43;Nebel passierbar
Nebel;Crabs-Wirbel;81|44;Nebel passierbar
Nebel;Crabs-Wirbel;81|45;Nebel passierbar
Nebel;Crabs-Wirbel;81|46;Nebel passierbar
Nebel;Crabs-Wirbel;81|47;Nebel aus Quelltext
Nebel;Crabs-Wirbel;82|12;Nebel passierbar
Nebel;Crabs-Wirbel;82|13;Nebel passierbar
Nebel;Crabs-Wirbel;82|14;Nebel aus Quelltext
Nebel;Crabs-Wirbel;82|15;Nebel passierbar
Nebel;Crabs-Wirbel;82|16;Nebel unpassierbar
Nebel;Crabs-Wirbel;82|17;Nebel unpassierbar
Nebel;Crabs-Wirbel;82|18;Nebel passierbar
Nebel;Crabs-Wirbel;82|19;Nebel unpassierbar
Nebel;Crabs-Wirbel;82|20;Nebel passierbar
Nebel;Crabs-Wirbel;82|21;Nebel passierbar
Nebel;Crabs-Wirbel;82|22;Nebel unpassierbar
Nebel;Crabs-Wirbel;82|23;Nebel aus Quelltext
Nebel;Crabs-Wirbel;82|24;Nebel aus Quelltext
Nebel;Crabs-Wirbel;82|25;Nebel aus Quelltext
Nebel;Crabs-Wirbel;82|26;Nebel aus Quelltext
Nebel;Crabs-Wirbel;82|27;Nebel aus Quelltext
Nebel;Crabs-Wirbel;82|28;Nebel passierbar
Nebel;Crabs-Wirbel;82|29;Nebel unpassierbar
Nebel;Crabs-Wirbel;82|30;Nebel unpassierbar
Nebel;Crabs-Wirbel;82|31;Nebel unpassierbar
Nebel;Crabs-Wirbel;82|32;Nebel unpassierbar
Nebel;Crabs-Wirbel;82|33;Nebel unpassierbar
Nebel;Crabs-Wirbel;82|34;Nebel passierbar
Nebel;Crabs-Wirbel;82|35;Nebel passierbar
Nebel;Crabs-Wirbel;82|36;Nebel passierbar
Nebel;Crabs-Wirbel;82|37;Nebel unpassierbar
Nebel;Crabs-Wirbel;82|38;Nebel unpassierbar
Nebel;Crabs-Wirbel;82|39;Nebel passierbar
Nebel;Crabs-Wirbel;82|40;Nebel passierbar
Nebel;Crabs-Wirbel;82|41;Nebel passierbar
Nebel;Crabs-Wirbel;82|42;Nebel passierbar
Nebel;Crabs-Wirbel;82|43;Nebel passierbar
Nebel;Crabs-Wirbel;82|44;Nebel passierbar
Nebel;Crabs-Wirbel;82|45;Nebel passierbar
Nebel;Crabs-Wirbel;82|46;Nebel passierbar
Nebel;Crabs-Wirbel;82|47;Nebel passierbar
Nebel;Crabs-Wirbel;83|12;Nebel passierbar
Nebel;Crabs-Wirbel;83|13;Nebel aus Quelltext
Nebel;Crabs-Wirbel;83|14;Nebel passierbar
Nebel;Crabs-Wirbel;83|15;Nebel passierbar
Nebel;Crabs-Wirbel;83|16;Nebel passierbar
Nebel;Crabs-Wirbel;83|17;Nebel passierbar
Nebel;Crabs-Wirbel;83|18;Nebel passierbar
Nebel;Crabs-Wirbel;83|19;Nebel passierbar
Nebel;Crabs-Wirbel;83|20;Nebel passierbar
Nebel;Crabs-Wirbel;83|21;Nebel passierbar
Nebel;Crabs-Wirbel;83|22;Nebel unpassierbar
Nebel;Crabs-Wirbel;83|23;Nebel aus Quelltext
Nebel;Crabs-Wirbel;83|24;Nebel passierbar
Nebel;Crabs-Wirbel;83|25;Nebel unpassierbar
Nebel;Crabs-Wirbel;83|26;Nebel aus Quelltext
Nebel;Crabs-Wirbel;83|27;Nebel aus Quelltext
Nebel;Crabs-Wirbel;83|28;Nebel unpassierbar
Nebel;Crabs-Wirbel;83|29;Nebel unpassierbar
Nebel;Crabs-Wirbel;83|30;Nebel unpassierbar
Nebel;Crabs-Wirbel;83|31;Nebel unpassierbar
Nebel;Crabs-Wirbel;83|32;Nebel unpassierbar
Nebel;Crabs-Wirbel;83|33;Nebel unpassierbar
Nebel;Crabs-Wirbel;83|34;Nebel unpassierbar
Nebel;Crabs-Wirbel;83|35;Nebel passierbar
Nebel;Crabs-Wirbel;83|36;Nebel passierbar
Nebel;Crabs-Wirbel;83|37;Nebel passierbar
Nebel;Crabs-Wirbel;83|38;Nebel aus Quelltext
Nebel;Crabs-Wirbel;83|39;Nebel unpassierbar
Nebel;Crabs-Wirbel;83|40;Nebel passierbar
Nebel;Crabs-Wirbel;83|41;Nebel aus Quelltext
Nebel;Crabs-Wirbel;83|42;Nebel aus Quelltext
Nebel;Crabs-Wirbel;83|43;Nebel unpassierbar
Nebel;Crabs-Wirbel;83|44;Nebel passierbar
Nebel;Crabs-Wirbel;83|45;Nebel passierbar
Nebel;Crabs-Wirbel;83|46;Nebel passierbar
Nebel;Crabs-Wirbel;83|47;Nebel aus Quelltext
Nebel;Crabs-Wirbel;84|12;Nebel aus Quelltext
Nebel;Crabs-Wirbel;84|13;Nebel passierbar
Nebel;Crabs-Wirbel;84|14;Nebel passierbar
Nebel;Crabs-Wirbel;84|15;Nebel passierbar
Nebel;Crabs-Wirbel;84|16;Nebel aus Quelltext
Nebel;Crabs-Wirbel;84|17;Nebel passierbar
Nebel;Crabs-Wirbel;84|18;Nebel aus Quelltext
Nebel;Crabs-Wirbel;84|19;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|20;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|21;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|22;Nebel aus Quelltext
Nebel;Crabs-Wirbel;84|23;Nebel passierbar
Nebel;Crabs-Wirbel;84|24;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|25;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|26;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|27;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|28;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|29;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|30;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|31;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|32;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|33;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|34;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|35;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|36;Nebel passierbar
Nebel;Crabs-Wirbel;84|37;Nebel passierbar
Nebel;Crabs-Wirbel;84|38;Nebel passierbar
Nebel;Crabs-Wirbel;84|39;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|40;Nebel passierbar
Nebel;Crabs-Wirbel;84|41;Nebel aus Quelltext
Nebel;Crabs-Wirbel;84|42;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|43;Nebel unpassierbar
Nebel;Crabs-Wirbel;84|44;Nebel passierbar
Nebel;Crabs-Wirbel;84|45;Nebel passierbar
Nebel;Crabs-Wirbel;84|46;Nebel aus Quelltext
Nebel;Crabs-Wirbel;84|47;Nebel aus Quelltext
Nebel;Crabs-Wirbel;84|48;Nebel aus Quelltext
Nebel;Crabs-Wirbel;85|12;Nebel aus Quelltext
Nebel;Crabs-Wirbel;85|13;Nebel passierbar
Nebel;Crabs-Wirbel;85|14;Nebel aus Quelltext
Nebel;Crabs-Wirbel;85|15;Nebel passierbar
Nebel;Crabs-Wirbel;85|16;Nebel aus Quelltext
Nebel;Crabs-Wirbel;85|17;Nebel passierbar
Nebel;Crabs-Wirbel;85|18;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|19;Nebel aus Quelltext
Nebel;Crabs-Wirbel;85|20;Nebel passierbar
Nebel;Crabs-Wirbel;85|21;Nebel passierbar
Nebel;Crabs-Wirbel;85|22;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|23;Nebel passierbar
Nebel;Crabs-Wirbel;85|24;Nebel passierbar
Nebel;Crabs-Wirbel;85|25;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|26;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|27;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|28;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|29;Nebel passierbar
Nebel;Crabs-Wirbel;85|30;Nebel passierbar
Nebel;Crabs-Wirbel;85|31;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|32;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|33;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|34;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|35;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|36;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|37;Nebel passierbar
Nebel;Crabs-Wirbel;85|38;Nebel passierbar
Nebel;Crabs-Wirbel;85|39;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|40;Nebel passierbar
Nebel;Crabs-Wirbel;85|41;Nebel aus Quelltext
Nebel;Crabs-Wirbel;85|42;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|43;Nebel unpassierbar
Nebel;Crabs-Wirbel;85|44;Nebel passierbar
Nebel;Crabs-Wirbel;85|45;Nebel aus Quelltext
Nebel;Crabs-Wirbel;85|46;Nebel passierbar
Nebel;Crabs-Wirbel;85|47;Nebel passierbar
Nebel;Crabs-Wirbel;85|48;Nebel passierbar
Nebel;Crabs-Wirbel;86|12;Nebel passierbar
Nebel;Crabs-Wirbel;86|13;Nebel passierbar
Nebel;Crabs-Wirbel;86|14;Nebel passierbar
Nebel;Crabs-Wirbel;86|15;Nebel aus Quelltext
Nebel;Crabs-Wirbel;86|16;Nebel aus Quelltext
Nebel;Crabs-Wirbel;86|17;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|18;Nebel passierbar
Nebel;Crabs-Wirbel;86|19;Nebel passierbar
Nebel;Crabs-Wirbel;86|20;Nebel passierbar
Nebel;Crabs-Wirbel;86|21;Nebel passierbar
Nebel;Crabs-Wirbel;86|22;Nebel aus Quelltext
Nebel;Crabs-Wirbel;86|23;Nebel aus Quelltext
Nebel;Crabs-Wirbel;86|24;Nebel passierbar
Nebel;Crabs-Wirbel;86|25;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|26;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|27;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|28;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|29;Nebel passierbar
Nebel;Crabs-Wirbel;86|30;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|31;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|32;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|33;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|34;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|35;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|36;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|37;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|38;Nebel passierbar
Nebel;Crabs-Wirbel;86|39;Nebel passierbar
Nebel;Crabs-Wirbel;86|40;Nebel passierbar
Nebel;Crabs-Wirbel;86|41;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|42;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|43;Nebel unpassierbar
Nebel;Crabs-Wirbel;86|44;Nebel passierbar
Nebel;Crabs-Wirbel;86|45;Nebel aus Quelltext
Nebel;Crabs-Wirbel;86|46;Nebel aus Quelltext
Nebel;Crabs-Wirbel;86|47;Nebel passierbar
Nebel;Crabs-Wirbel;87|12;Nebel aus Quelltext
Nebel;Crabs-Wirbel;87|13;Nebel passierbar
Nebel;Crabs-Wirbel;87|14;Nebel passierbar
Nebel;Crabs-Wirbel;87|15;Nebel passierbar
Nebel;Crabs-Wirbel;87|16;Nebel aus Quelltext
Nebel;Crabs-Wirbel;87|17;Nebel passierbar
Nebel;Crabs-Wirbel;87|18;Nebel passierbar
Nebel;Crabs-Wirbel;87|19;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|20;Nebel aus Quelltext
Nebel;Crabs-Wirbel;87|21;Nebel aus Quelltext
Nebel;Crabs-Wirbel;87|22;Nebel aus Quelltext
Nebel;Crabs-Wirbel;87|23;Nebel passierbar
Nebel;Crabs-Wirbel;87|24;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|25;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|26;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|27;Nebel passierbar
Nebel;Crabs-Wirbel;87|28;Nebel passierbar
Nebel;Crabs-Wirbel;87|29;Nebel passierbar
Nebel;Crabs-Wirbel;87|30;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|31;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|32;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|33;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|34;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|35;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|36;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|37;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|38;Nebel passierbar
Nebel;Crabs-Wirbel;87|39;Nebel aus Quelltext
Nebel;Crabs-Wirbel;87|40;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|41;Nebel unpassierbar
Nebel;Crabs-Wirbel;87|42;Nebel passierbar
Nebel;Crabs-Wirbel;87|43;Nebel aus Quelltext
Nebel;Crabs-Wirbel;87|44;Nebel passierbar
Nebel;Crabs-Wirbel;87|45;Nebel aus Quelltext
Nebel;Crabs-Wirbel;87|46;Nebel passierbar
Nebel;Crabs-Wirbel;87|47;Nebel aus Quelltext
Nebel;Crabs-Wirbel;88|12;Nebel aus Quelltext
Nebel;Crabs-Wirbel;88|13;Nebel passierbar
Nebel;Crabs-Wirbel;88|14;Nebel passierbar
Nebel;Crabs-Wirbel;88|15;Nebel passierbar
Nebel;Crabs-Wirbel;88|16;Nebel passierbar
Nebel;Crabs-Wirbel;88|17;Nebel aus Quelltext
Nebel;Crabs-Wirbel;88|18;Nebel passierbar
Nebel;Crabs-Wirbel;88|19;Nebel passierbar
Nebel;Crabs-Wirbel;88|20;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|21;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|22;Nebel aus Quelltext
Nebel;Crabs-Wirbel;88|23;Nebel passierbar
Nebel;Crabs-Wirbel;88|24;Nebel passierbar
Nebel;Crabs-Wirbel;88|25;Nebel passierbar
Nebel;Crabs-Wirbel;88|26;Nebel passierbar
Nebel;Crabs-Wirbel;88|27;Nebel passierbar
Nebel;Crabs-Wirbel;88|28;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|29;Nebel passierbar
Nebel;Crabs-Wirbel;88|30;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|31;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|32;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|33;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|34;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|35;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|36;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|37;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|38;Nebel passierbar
Nebel;Crabs-Wirbel;88|39;Nebel passierbar
Nebel;Crabs-Wirbel;88|40;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|41;Nebel unpassierbar
Nebel;Crabs-Wirbel;88|42;Nebel aus Quelltext
Nebel;Crabs-Wirbel;88|43;Nebel aus Quelltext
Nebel;Crabs-Wirbel;88|44;Nebel passierbar
Nebel;Crabs-Wirbel;88|45;Nebel passierbar
Nebel;Crabs-Wirbel;88|46;Nebel passierbar
Nebel;Crabs-Wirbel;88|47;Nebel passierbar
Nebel;Crabs-Wirbel;89|13;Nebel passierbar
Nebel;Crabs-Wirbel;89|15;Nebel aus Quelltext
Nebel;Crabs-Wirbel;89|16;Nebel passierbar
Nebel;Crabs-Wirbel;89|17;Nebel passierbar
Nebel;Crabs-Wirbel;89|18;Nebel aus Quelltext
Nebel;Crabs-Wirbel;89|19;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|20;Nebel passierbar
Nebel;Crabs-Wirbel;89|21;Nebel passierbar
Nebel;Crabs-Wirbel;89|22;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|23;Nebel passierbar
Nebel;Crabs-Wirbel;89|24;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|25;Nebel aus Quelltext
Nebel;Crabs-Wirbel;89|26;Nebel passierbar
Nebel;Crabs-Wirbel;89|27;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|28;Nebel aus Quelltext
Nebel;Crabs-Wirbel;89|29;Nebel passierbar
Nebel;Crabs-Wirbel;89|30;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|31;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|32;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|33;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|34;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|35;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|36;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|37;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|38;Nebel passierbar
Nebel;Crabs-Wirbel;89|39;Nebel passierbar
Nebel;Crabs-Wirbel;89|40;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|41;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|42;Nebel unpassierbar
Nebel;Crabs-Wirbel;89|43;Nebel passierbar
Nebel;Crabs-Wirbel;89|44;Nebel passierbar
Nebel;Crabs-Wirbel;89|45;Nebel aus Quelltext
Nebel;Crabs-Wirbel;89|46;Nebel aus Quelltext
Nebel;Crabs-Wirbel;89|47;Nebel passierbar
Nebel;Crabs-Wirbel;89|48;Nebel passierbar
Nebel;Crabs-Wirbel;90|13;Nebel passierbar
Nebel;Crabs-Wirbel;90|14;Nebel aus Quelltext
Nebel;Crabs-Wirbel;90|15;Nebel aus Quelltext
Nebel;Crabs-Wirbel;90|16;Nebel passierbar
Nebel;Crabs-Wirbel;90|17;Nebel aus Quelltext
Nebel;Crabs-Wirbel;90|18;Nebel aus Quelltext
Nebel;Crabs-Wirbel;90|19;Nebel passierbar
Nebel;Crabs-Wirbel;90|20;Nebel passierbar
Nebel;Crabs-Wirbel;90|21;Nebel passierbar
Nebel;Crabs-Wirbel;90|22;Nebel passierbar
Nebel;Crabs-Wirbel;90|23;Nebel passierbar
Nebel;Crabs-Wirbel;90|24;Nebel aus Quelltext
Nebel;Crabs-Wirbel;90|25;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|26;Nebel passierbar
Nebel;Crabs-Wirbel;90|27;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|28;Nebel passierbar
Nebel;Crabs-Wirbel;90|29;Nebel passierbar
Nebel;Crabs-Wirbel;90|30;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|31;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|32;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|33;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|34;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|35;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|36;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|37;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|38;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|39;Nebel passierbar
Nebel;Crabs-Wirbel;90|40;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|41;Nebel unpassierbar
Nebel;Crabs-Wirbel;90|42;Nebel passierbar
Nebel;Crabs-Wirbel;90|43;Nebel passierbar
Nebel;Crabs-Wirbel;90|44;Nebel passierbar
Nebel;Crabs-Wirbel;90|45;Nebel passierbar
Nebel;Crabs-Wirbel;90|46;Nebel passierbar
Nebel;Crabs-Wirbel;90|47;Nebel passierbar
Nebel;Crabs-Wirbel;91|13;Nebel aus Quelltext
Nebel;Crabs-Wirbel;91|14;Nebel passierbar
Nebel;Crabs-Wirbel;91|15;Nebel passierbar
Nebel;Crabs-Wirbel;91|16;Nebel aus Quelltext
Nebel;Crabs-Wirbel;91|17;Nebel aus Quelltext
Nebel;Crabs-Wirbel;91|18;Nebel aus Quelltext
Nebel;Crabs-Wirbel;91|19;Nebel passierbar
Nebel;Crabs-Wirbel;91|20;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|21;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|22;Nebel passierbar
Nebel;Crabs-Wirbel;91|23;Nebel aus Quelltext
Nebel;Crabs-Wirbel;91|24;Nebel passierbar
Nebel;Crabs-Wirbel;91|25;Nebel aus Quelltext
Nebel;Crabs-Wirbel;91|26;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|27;Nebel passierbar
Nebel;Crabs-Wirbel;91|28;Nebel passierbar
Nebel;Crabs-Wirbel;91|29;Nebel passierbar
Nebel;Crabs-Wirbel;91|30;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|31;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|32;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|33;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|34;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|35;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|36;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|37;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|38;Nebel unpassierbar
Nebel;Crabs-Wirbel;91|39;Nebel passierbar
Nebel;Crabs-Wirbel;91|40;Nebel aus Quelltext
Nebel;Crabs-Wirbel;91|41;Nebel passierbar
Nebel;Crabs-Wirbel;91|42;Nebel passierbar
Nebel;Crabs-Wirbel;91|43;Nebel passierbar
Nebel;Crabs-Wirbel;91|44;Nebel aus Quelltext
Nebel;Crabs-Wirbel;91|45;Nebel passierbar
Nebel;Crabs-Wirbel;91|46;Nebel passierbar
Nebel;Crabs-Wirbel;91|47;Nebel passierbar
